Depart;Arriver;Cost
10;31;0.961827472
10;32;0.972230517
10;33;0.977963073
10;34;0.95473251
10;35;0.962742176
11;12;0.9880152
11;13;0.950213371
11;14;0.962899051
11;15;0.948500283
11;16;0.98800819
11;17;0.988358556
11;18;0.988358556
11;19;0.988940629
11;20;0.991217799
11;21;0.970074074
11;22;0.973699591
11;23;0.953214609
11;24;0.955133996
11;25;0.965847813
11;26;0.96129405
11;27;0.97838785
11;28;0.993292505
11;29;0.961023851
11;30;0.983227299
11;31;0.96373365
11;32;0.968694625
11;33;0.979675994
11;34;0.955510323
11;35;0.955188679
12;13;0.952733485
12;14;0.961427749
12;15;0.948173322
12;16;0.988290398
12;17;0.987474512
12;18;0.987474512
12;19;0.986891931
12;20;0.986229124
12;21;0.96975089
12;22;0.97513893
12;23;0.956495468
12;24;0.95840868
12;25;0.965517241
12;26;0.962127783
12;27;0.97456884
12;28;0.986573263
12;29;0.96069869
12;30;0.97829233
12;31;0.966974115
12;32;0.968962459
12;33;0.978773585
12;34;0.958672875
12;35;0.95367365
13;14;0.987107623
13;15;0.972689655
13;16;0.954415954
13;17;0.954352141
13;18;0.954352141
13;19;0.953785086
13;20;0.952380952
13;21;0.944604732
13;22;0.955308853
13;23;0.931257344
13;24;0.933763189
13;25;0.939049286
13;26;0.954123276
13;27;0.951920341
13;28;0.949431818
13;29;0.934542363
13;30;0.945618484
13;31;0.941823444
13;32;0.943341961
13;33;0.950086059
13;34;0.95184136
13;35;0.938845823
14;15;0.981321439
14;16;0.964285714
14;17;0.966466036
14;18;0.966466036
14;19;0.965892806
14;20;0.964543096
14;21;0.953908985
14;22;0.962877698
14;23;0.939988116
14;24;0.941908714
14;25;0.948392804
14;26;0.950782361
14;27;0.962899051
14;28;0.962090752
14;29;0.943569178
14;30;0.958131586
14;31;0.951126719
14;32;0.951439372
14;33;0.959396752
14;34;0.959908362
14;35;0.948040639
15;16;0.948710683
15;17;0.952622673
15;18;0.952622673
15;19;0.952058658
15;20;0.949517867
15;21;0.937733142
15;22;0.946206116
15;23;0.925503944
15;24;0.927426406
15;25;0.933294664
15;26;0.936730123
15;27;0.948500283
15;28;0.947725346
15;29;0.930665163
15;30;0.943946188
15;31;0.935521013
15;32;0.938787185
15;33;0.941512126
15;34;0.946745562
15;35;0.934894346
16;17;0.989215972
16;18;0.989215972
16;19;0.988633052
16;20;0.996188801
16;21;0.975667656
16;22;0.976294996
16;23;0.961305925
16;24;0.963208685
16;25;0.96729673
16;26;0.963841481
16;27;0.976893829
16;28;0.992406542
16;29;0.966501602
16;30;0.980596583
16;31;0.971122358
16;32;0.972493345
16;33;0.984070796
16;34;0.957483984
16;35;0.954236788
17;18;1
17;19;0.999419954
17;20;0.99008168
17;21;0.970770593
17;22;0.973209086
17;23;0.956992481
17;24;0.95889589
17;25;0.962985075
17;26;0.966609096
17;27;0.980209546
17;28;0.989247312
17;29;0.96115942
17;30;0.986167147
17;31;0.968601896
17;32;0.96880518
17;33;0.976225418
17;34;0.95972182
17;35;0.956521739
18;19;0.999419954
18;20;0.99008168
18;21;0.970770593
18;22;0.973209086
18;23;0.956992481
18;24;0.95889589
18;25;0.962985075
18;26;0.966609096
18;27;0.980209546
18;28;0.989247312
18;29;0.96115942
18;30;0.986167147
18;31;0.968601896
18;32;0.96880518
18;33;0.976225418
18;34;0.95972182
18;35;0.956521739
19;20;0.990665111
19;21;0.9701801
19;22;0.972626674
19;23;0.956390977
19;24;0.95829583
19;25;0.96238806
19;26;0.966033391
19;27;0.979627474
19;28;0.989828538
19;29;0.96057971
19;30;0.986743516
19;31;0.968009479
19;32;0.968216598
19;33;0.975638392
19;34;0.959142278
19;35;0.955934195
20;21;0.972972973
20;22;0.973637961
20;23;0.958547655
20;24;0.960458799
20;25;0.965165165
20;26;0.961204401
20;27;0.976580796
20;28;0.995615317
20;29;0.963848397
20;30;0.982608696
20;31;0.968414779
20;32;0.969804618
20;33;0.980808975
20;34;0.955406587
20;35;0.952718676
21;22;0.968277498
21;23;0.973651961
21;24;0.975550122
21;25;0.98388568
21;26;0.955171403
21;27;0.97837037
21;28;0.976331361
21;29;0.979049867
21;30;0.966852449
21;31;0.980392157
21;32;0.981120767
21;33;0.976688583
21;34;0.961061947
21;35;0.95363446
22;23;0.955602537
22;24;0.958119916
22;25;0.964028777
22;26;0.965895954
22;27;0.978375219
22;28;0.972862562
22;29;0.958090803
22;30;0.966435185
22;31;0.967876264
22;32;0.962765957
22;33;0.982611258
22;34;0.962467268
22;35;0.947492625
23;24;0.994392523
23;25;0.973659746
23;26;0.944195762
23;27;0.962873529
23;28;0.959011453
23;29;0.958821761
23;30;0.950104571
23;31;0.972025822
23;32;0.969770992
23;33;0.957978076
23;34;0.953725962
23;35;0.949710454
24;25;0.97187017
24;26;0.94671033
24;27;0.965371876
24;28;0.960914011
24;29;0.96131934
24;30;0.952011923
24;31;0.973934376
24;32;0.970453853
24;33;0.961725395
24;34;0.956834532
24;35;0.948616601
25;26;0.948459716
25;27;0.971240264
25;28;0.967992821
25;29;0.968377088
25;30;0.958481613
25;31;0.970103722
25;32;0.978787879
25;33;0.971894832
25;34;0.957948106
25;35;0.962492438
26;27;0.965337955
26;28;0.962792039
26;29;0.944764097
26;30;0.958810069
26;31;0.953556731
26;32;0.948014019
26;33;0.961840955
26;34;0.952545298
26;35;0.940524781
27;28;0.978127734
27;29;0.968004654
27;30;0.971659919
27;31;0.974435196
27;32;0.974010632
27;33;0.97083947
27;34;0.96307066
27;35;0.952240566
28;29;0.967760674
28;30;0.987005487
28;31;0.967052538
28;32;0.969035683
28;33;0.979411765
28;34;0.956445993
28;35;0.952016485
29;30;0.963709677
29;31;0.967436353
29;32;0.975882353
29;33;0.965092402
29;34;0.955690704
29;35;0.945977686
30;31;0.958799294
30;32;0.966666667
30;33;0.969962088
30;34;0.95709761
30;35;0.950963222
31;32;0.974143115
31;33;0.970314843
31;34;0.960047351
31;35;0.952581032
32;33;0.969913613
32;34;0.96736254
32;35;0.961836613
33;34;0.961290323
33;35;0.955099613
34;35;0.965071911
